OGNTsort	OGNTa
036791	δὲ
036792	Ἡρῴδης
036793	ὁ
036794	τετραάρχης
036795	τὰ
036796	γινόμενα
036797	πάντα
036798	καὶ
036799	διηπόρει
036800	διὰ
036801	τὸ
036802	λέγεσθαι
036803	ὑπό
036804	τινων
036805	ὅτι
036806	Ἰωάννης
036807	ἠγέρθη
036808	ἐκ
036809	νεκρῶν
036810	ὑπό
036811	τινων
036812	δὲ
036813	ὅτι
036814	Ἠλίας
036815	ἐφάνη
036816	ἄλλων
036817	δὲ
036818	ὅτι
036819	προφήτης
036820	τις
036821	τῶν
036822	ἀρχαίων
036823	ἀνέστη
036824	Εἶπεν
036825	δὲ
036826	Ἡρῴδης
036827	Ἰωάννην
036828	ἐγὼ
036829	ἀπεκεφάλισα
036830	τίς
036831	δέ
036832	ἐστιν
036833	οὗτος
036834	περὶ
036835	οὗ
036836	ἀκούω
036837	τοιαῦτα
036838	καὶ
036839	ἐζήτει
036840	ἰδεῖν
036841	αὐτόν
036842	Καὶ
036843	ὑποστρέψαντες
036844	οἱ
036845	ἀπόστολοι
036846	διηγήσαντο
036847	αὐτῷ
036848	ὅσα
036849	ἐποίησαν
036850	Καὶ
036851	παραλαβὼν
036852	αὐτοὺς
036853	ὑπεχώρησεν
036854	κατ᾽
036855	ἰδίαν
036856	εἰς
036857	πόλιν
036858	καλουμένην
036859	Βηθσαϊδά
036860	οἱ
036861	δὲ
036862	ὄχλοι
036863	γνόντες
036864	ἠκολούθησαν
036865	αὐτῷ
036866	καὶ
036867	ἀποδεξάμενος
036868	αὐτοὺς
036869	ἐλάλει
036870	αὐτοῖς
036871	περὶ
036872	τῆς
036873	βασιλείας
036874	τοῦ
036875	Θεοῦ
036876	καὶ
036877	τοὺς
036878	χρείαν
036879	ἔχοντας
036880	θεραπείας
036881	ἰᾶτο
036882	Ἡ
036883	δὲ
036884	ἡμέρα
036885	ἤρξατο
036886	κλίνειν
036887	προσελθόντες
036888	δὲ
036889	οἱ
036890	δώδεκα
036891	εἶπαν
036892	αὐτῷ
036893	Ἀπόλυσον
036894	τὸν
036895	ὄχλον
036896	ἵνα
036897	πορευθέντες
036898	εἰς
036899	τὰς
036900	κύκλῳ
036901	κώμας
036902	καὶ
036903	ἀγροὺς
036904	καταλύσωσιν
036905	καὶ
036906	εὕρωσιν
036907	ἐπισιτισμόν
036908	ὅτι
036909	ὧδε
036910	ἐν
036911	ἐρήμῳ
036912	τόπῳ
036913	ἐσμέν
036914	Εἶπεν
036915	δὲ
036916	πρὸς
036917	αὐτούς
036918	Δότε
036919	αὐτοῖς
036920	ὑμεῖς
036921	φαγεῖν
036922	Οἱ
036923	δὲ
036924	εἶπαν
036925	Οὐκ
036926	εἰσὶν
036927	ἡμῖν
036928	πλεῖον
036929	ἢ
036930	ἄρτοι
036931	πέντε
036932	καὶ
036933	ἰχθύες
036934	δύο
036935	εἰ
036936	μήτι
036937	πορευθέντες
036938	ἡμεῖς
036939	ἀγοράσωμεν
036940	εἰς
036941	πάντα
036942	τὸν
036943	λαὸν
036944	τοῦτον
036945	βρώματα
036946	ἦσαν
036947	γὰρ
036948	ὡσεὶ
036949	ἄνδρες
036950	πεντακισχίλιοι
036951	Εἶπεν
036952	δὲ
036953	πρὸς
036954	τοὺς
036955	μαθητὰς
036956	αὐτοῦ
036957	Κατακλίνατε
036958	αὐτοὺς
036959	κλισίας
036960	ὡσεὶ
036961	ἀνὰ
036962	πεντήκοντα
036963	καὶ
036964	ἐποίησαν
036965	οὕτως
036966	καὶ
036967	κατέκλιναν
036968	ἅπαντας
036969	Λαβὼν
036970	δὲ
036971	τοὺς
036972	πέντε
036973	ἄρτους
036974	καὶ
036975	τοὺς
036976	δύο
036977	ἰχθύας
036978	ἀναβλέψας
036979	εἰς
036980	τὸν
036981	οὐρανὸν
036982	εὐλόγησεν
036983	αὐτοὺς
036984	καὶ
036985	κατέκλασεν
036986	καὶ
036987	ἐδίδου
036988	τοῖς
036989	μαθηταῖς
036990	παραθεῖναι
036991	τῷ
036992	ὄχλῳ
036993	Καὶ
036994	ἔφαγον
036995	καὶ
036996	ἐχορτάσθησαν
036997	πάντες
036998	καὶ
036999	ἤρθη
037000	τὸ
037001	περισσεῦσαν
037002	αὐτοῖς
037003	κλασμάτων
037004	κόφινοι
037005	δώδεκα
037006	Καὶ
037007	ἐγένετο
037008	ἐν
037009	τῷ
037010	εἶναι
037011	αὐτὸν
037012	προσευχόμενον
037013	κατὰ
037014	μόνας
037015	συνῆσαν
037016	αὐτῷ
037017	οἱ
037018	μαθηταί
037019	καὶ
037020	ἐπηρώτησεν
037021	αὐτοὺς
037022	λέγων
037023	Τίνα
037024	με
037025	λέγουσιν
037026	οἱ
037027	ὄχλοι
037028	εἶναι
037029	Οἱ
037030	δὲ
037031	ἀποκριθέντες
037032	εἶπαν
037033	Ἰωάννην
037034	τὸν
037035	Βαπτιστήν
037036	ἄλλοι
037037	δὲ
037038	Ἠλίαν
037039	ἄλλοι
037040	δὲ
037041	ὅτι
037042	προφήτης
037043	τις
037044	τῶν
037045	ἀρχαίων
037046	ἀνέστη
037047	Εἶπεν
037048	δὲ
037049	αὐτοῖς
037050	Ὑμεῖς
037051	δὲ
037052	τίνα
037053	με
037054	λέγετε
037055	εἶναι
037056	Πέτρος
037057	δὲ
037058	ἀποκριθεὶς
037059	εἶπεν
037060	Τὸν
037061	Χριστὸν
037062	τοῦ
037063	Θεοῦ
037064	Ὁ
037065	δὲ
037066	ἐπιτιμήσας
037067	αὐτοῖς
037068	παρήγγειλεν
037069	μηδενὶ
037070	λέγειν
037071	τοῦτο
037072	εἰπὼν
037073	ὅτι
037074	Δεῖ
037075	τὸν
037076	Υἱὸν
037077	τοῦ
037078	ἀνθρώπου
037079	πολλὰ
037080	παθεῖν
037081	καὶ
037082	ἀποδοκιμασθῆναι
037083	ἀπὸ
037084	τῶν
037085	πρεσβυτέρων
037086	καὶ
037087	ἀρχιερέων
037088	καὶ
037089	γραμματέων
037090	καὶ
037091	ἀποκτανθῆναι
037092	καὶ
037093	τῇ
037094	τρίτῃ
037095	ἡμέρᾳ
037096	ἐγερθῆναι
037097	Ἔλεγεν
037098	δὲ
037099	πρὸς
037100	πάντας
037101	Εἴ
037102	τις
037103	θέλει
037104	ὀπίσω
037105	μου
037106	ἔρχεσθαι
037107	ἀρνησάσθω
037108	ἑαυτὸν
037109	καὶ
037110	ἀράτω
037111	τὸν
037112	σταυρὸν
037113	αὐτοῦ
037114	καθ᾽
037115	ἡμέραν
037116	καὶ
037117	ἀκολουθείτω
037118	μοι
037119	ὃς
037120	γὰρ
037121	ἂν
037122	θέλῃ
037123	τὴν
037124	ψυχὴν
037125	αὐτοῦ
037126	σῶσαι
037127	ἀπολέσει
037128	αὐτήν
037129	ὃς
037130	δ᾽
037131	ἂν
037132	ἀπολέσῃ
037133	τὴν
037134	ψυχὴν
037135	αὐτοῦ
037136	ἕνεκεν
037137	ἐμοῦ
037138	οὗτος
037139	σώσει
037140	αὐτήν
037141	Τί
037142	γὰρ
037143	ὠφελεῖται
037144	ἄνθρωπος
037145	κερδήσας
037146	τὸν
037147	κόσμον
037148	ὅλον
037149	ἑαυτὸν
037150	δὲ
037151	ἀπολέσας
037152	ἢ
037153	ζημιωθείς
037154	ὃς
037155	γὰρ
037156	ἂν
037157	ἐπαισχυνθῇ
037158	με
037159	καὶ
037160	τοὺς
037161	ἐμοὺς
037162	λόγους
037163	τοῦτον
037164	ὁ
037165	Υἱὸς
037166	τοῦ
037167	ἀνθρώπου
037168	ἐπαισχυνθήσεται
037169	ὅταν
037170	ἔλθῃ
037171	ἐν
037172	τῇ
037173	δόξῃ
037174	αὐτοῦ
037175	καὶ
037176	τοῦ
037177	Πατρὸς
037178	καὶ
037179	τῶν
037180	ἁγίων
037181	ἀγγέλων
037182	λέγω
037183	δὲ
037184	ὑμῖν
037185	ἀληθῶς
037186	εἰσίν
037187	τινες
037188	τῶν
037189	αὐτοῦ
037190	ἑστηκότων
037191	οἳ
037192	οὐ
037193	μὴ
037194	γεύσωνται
037195	θανάτου
037196	ἕως
037197	ἂν
037198	ἴδωσιν
037199	τὴν
037200	βασιλείαν
037201	τοῦ
037202	Θεοῦ
037203	Ἐγένετο
037204	δὲ
037205	μετὰ
037206	τοὺς
037207	λόγους
037208	τούτους
037209	ὡσεὶ
037210	ἡμέραι
037211	ὀκτὼ
037212	καὶ
037213	παραλαβὼν
037214	Πέτρον
037215	καὶ
037216	Ἰωάννην
037217	καὶ
037218	Ἰάκωβον
037219	ἀνέβη
037220	εἰς
037221	τὸ
037222	ὄρος
037223	προσεύξασθαι
037224	καὶ
037225	ἐγένετο
037226	ἐν
037227	τῷ
037228	προσεύχεσθαι
037229	αὐτὸν
037230	τὸ
037231	εἶδος
037232	τοῦ
037233	προσώπου
037234	αὐτοῦ
037235	ἕτερον
037236	καὶ
037237	ὁ
037238	ἱματισμὸς
037239	αὐτοῦ
037240	λευκὸς
037241	ἐξαστράπτων
037242	καὶ
037243	ἰδοὺ
037244	ἄνδρες
037245	δύο
037246	συνελάλουν
037247	αὐτῷ
037248	οἵτινες
037249	ἦσαν
037250	Μωϋσῆς
037251	καὶ
037252	Ἠλίας
037253	οἳ
037254	ὀφθέντες
037255	ἐν
037256	δόξῃ
037257	ἔλεγον
037258	τὴν
037259	ἔξοδον
037260	αὐτοῦ
037261	ἣν
037262	ἤμελλεν
037263	πληροῦν
037264	ἐν
037265	Ἰερουσαλήμ
037266	Ὁ
037267	δὲ
037268	Πέτρος
037269	καὶ
037270	οἱ
037271	σὺν
037272	αὐτῷ
037273	ἦσαν
037274	βεβαρημένοι
037275	ὕπνῳ
037276	διαγρηγορήσαντες
037277	δὲ
037278	εἶδον
037279	τὴν
037280	δόξαν
037281	αὐτοῦ
037282	καὶ
037283	τοὺς
037284	δύο
037285	ἄνδρας
037286	τοὺς
037287	συνεστῶτας
037288	αὐτῷ
037289	καὶ
037290	ἐγένετο
037291	ἐν
037292	τῷ
037293	διαχωρίζεσθαι
037294	αὐτοὺς
037295	ἀπ᾽
037296	αὐτοῦ
037297	εἶπεν
037298	ὁ
037299	Πέτρος
037300	πρὸς
037301	τὸν
037302	Ἰησοῦν
037303	Ἐπιστάτα
037304	καλόν
037305	ἐστιν
037306	ἡμᾶς
037307	ὧδε
037308	εἶναι
037309	καὶ
037310	ποιήσωμεν
037311	σκηνὰς
037312	τρεῖς
037313	μίαν
037314	σοὶ
037315	καὶ
037316	μίαν
037317	Μωϋσεῖ
037318	καὶ
037319	μίαν
037320	Ἠλίᾳ
037321	μὴ
037322	εἰδὼς
037323	ὃ
037324	λέγει
037325	Ταῦτα
037326	δὲ
037327	αὐτοῦ
037328	λέγοντος
037329	ἐγένετο
037330	νεφέλη
037331	καὶ
037332	ἐπεσκίαζεν
037333	αὐτούς
037334	ἐφοβήθησαν
037335	δὲ
037336	ἐν
037337	τῷ
037338	εἰσελθεῖν
037339	αὐτοὺς
037340	εἰς
037341	τὴν
037342	νεφέλην
037343	καὶ
037344	φωνὴ
037345	ἐγένετο
037346	ἐκ
037347	τῆς
037348	νεφέλης
037349	λέγουσα
037350	Οὗτός
037351	ἐστιν
037352	ὁ
037353	Υἱός
037354	μου
037355	ὁ
037356	ἐκλελεγμένος
037357	αὐτοῦ
037358	ἀκούετε
037359	καὶ
037360	ἐν
037361	τῷ
037362	γενέσθαι
037363	τὴν
037364	φωνὴν
037365	εὑρέθη
037366	Ἰησοῦς
037367	μόνος
037368	καὶ
037369	αὐτοὶ
037370	ἐσίγησαν
037371	καὶ
037372	οὐδενὶ
037373	ἀπήγγειλαν
037374	ἐν
037375	ἐκείναις
037376	ταῖς
037377	ἡμέραις
037378	οὐδὲν
037379	ὧν
037380	ἑώρακαν
037381	Ἐγένετο
037382	δὲ
037383	τῇ
037384	ἑξῆς
037385	ἡμέρᾳ
037386	κατελθόντων
037387	αὐτῶν
037388	ἀπὸ
037389	τοῦ
037390	ὄρους
037391	συνήντησεν
037392	αὐτῷ
037393	ὄχλος
037394	πολύς
037395	καὶ
037396	ἰδοὺ
037397	ἀνὴρ
037398	ἀπὸ
037399	τοῦ
037400	ὄχλου
037401	ἐβόησεν
037402	λέγων
037403	Διδάσκαλε
037404	δέομαί
037405	σου
037406	ἐπιβλέψαι
037407	ἐπὶ
037408	τὸν
037409	υἱόν
037410	μου
037411	ὅτι
037412	μονογενής
037413	μοί
037414	ἐστιν
037415	καὶ
037416	ἰδοὺ
037417	πνεῦμα
037418	λαμβάνει
037419	αὐτόν
037420	καὶ
037421	ἐξαίφνης
037422	κράζει
037423	καὶ
037424	σπαράσσει
037425	αὐτὸν
037426	μετὰ
037427	ἀφροῦ
037428	καὶ
037429	μόγις
037430	ἀποχωρεῖ
037431	ἀπ᾽
037432	αὐτοῦ
037433	συντρῖβον
037434	αὐτόν
037435	καὶ
037436	ἐδεήθην
037437	τῶν
037438	μαθητῶν
037439	σου
037440	ἵνα
037441	ἐκβάλωσιν
037442	αὐτό
037443	καὶ
037444	οὐκ
037445	ἠδυνήθησαν
037446	Ἀποκριθεὶς
037447	δὲ
037448	ὁ
037449	Ἰησοῦς
037450	εἶπεν
037451	Ὦ
037452	γενεὰ
037453	ἄπιστος
037454	καὶ
037455	διεστραμμένη
037456	ἕως
037457	πότε
037458	ἔσομαι
037459	πρὸς
037460	ὑμᾶς
037461	καὶ
037462	ἀνέξομαι
037463	ὑμῶν
037464	προσάγαγε
037465	ὧδε
037466	τὸν
037467	υἱόν
037468	σου
037469	Ἔτι
037470	δὲ
037471	προσερχομένου
037472	αὐτοῦ
037473	ἔρρηξεν
037474	αὐτὸν
037475	τὸ
037476	δαιμόνιον
037477	καὶ
037478	συνεσπάραξεν
037479	ἐπετίμησεν
037480	δὲ
037481	ὁ
037482	Ἰησοῦς
037483	τῷ
037484	πνεύματι
037485	τῷ
037486	ἀκαθάρτῳ
037487	καὶ
037488	ἰάσατο
037489	τὸν
037490	παῖδα
037491	καὶ
037492	ἀπέδωκεν
037493	αὐτὸν
037494	τῷ
037495	πατρὶ
037496	αὐτοῦ
037497	Ἐξεπλήσσοντο
037498	δὲ
037499	πάντες
037500	ἐπὶ
037501	τῇ
037502	μεγαλειότητι
037503	τοῦ
037504	Θεοῦ
037505	Πάντων
037506	δὲ
037507	θαυμαζόντων
037508	ἐπὶ
037509	πᾶσιν
037510	οἷς
037511	ἐποίει
037512	εἶπεν
037513	πρὸς
037514	τοὺς
037515	μαθητὰς
037516	αὐτοῦ
037517	Θέσθε
037518	ὑμεῖς
037519	εἰς
037520	τὰ
037521	ὦτα
037522	ὑμῶν
037523	τοὺς
037524	λόγους
037525	τούτους
037526	ὁ
037527	γὰρ
037528	Υἱὸς
037529	τοῦ
037530	ἀνθρώπου
037531	μέλλει
037532	παραδίδοσθαι
037533	εἰς
037534	χεῖρας
037535	ἀνθρώπων
037536	οἱ
037537	δὲ
037538	ἠγνόουν
037539	τὸ
037540	ῥῆμα
037541	τοῦτο
037542	καὶ
037543	ἦν
037544	παρακεκαλυμμένον
037545	ἀπ᾽
037546	αὐτῶν
037547	ἵνα
037548	μὴ
037549	αἴσθωνται
037550	αὐτό
037551	καὶ
037552	ἐφοβοῦντο
037553	ἐρωτῆσαι
037554	αὐτὸν
037555	περὶ
037556	τοῦ
037557	ῥήματος
037558	τούτου
037559	Εἰσῆλθεν
037560	δὲ
037561	διαλογισμὸς
037562	ἐν
037563	αὐτοῖς
037564	τὸ
037565	τίς
037566	ἂν
037567	εἴη
037568	μείζων
037569	αὐτῶν
037570	ὁ
037571	δὲ
037572	Ἰησοῦς
037573	εἰδὼς
037574	τὸν
037575	διαλογισμὸν
037576	τῆς
037577	καρδίας
037578	αὐτῶν
037579	ἐπιλαβόμενος
037580	παιδίον
037581	ἔστησεν
037582	αὐτὸ
037583	παρ᾽
037584	ἑαυτῷ
037585	καὶ
037586	εἶπεν
037587	αὐτοῖς
037588	Ὃς
037589	ἐὰν
037590	δέξηται
037591	τοῦτο
037592	τὸ
037593	παιδίον
037594	ἐπὶ
037595	τῷ
037596	ὀνόματί
037597	μου
037598	ἐμὲ
037599	δέχεται
037600	καὶ
037601	ὃς
037602	ἂν
037603	ἐμὲ
037604	δέξηται
037605	δέχεται
037606	τὸν
037607	ἀποστείλαντά
037608	με
037609	ὁ
037610	γὰρ
037611	μικρότερος
037612	ἐν
037613	πᾶσιν
037614	ὑμῖν
037615	ὑπάρχων
037616	οὗτός
037617	ἐστιν
037618	μέγας
037619	Ἀποκριθεὶς
037620	δὲ
037621	Ἰωάννης
037622	εἶπεν
037623	Ἐπιστάτα
037624	εἴδομέν
037625	τινα
037626	ἐν
037627	τῷ
037628	ὀνόματί
037629	σου
037630	ἐκβάλλοντα
037631	δαιμόνια
037632	καὶ
037633	ἐκωλύομεν
037634	αὐτὸν
037635	ὅτι
037636	οὐκ
037637	ἀκολουθεῖ
037638	μεθ᾽
037639	ἡμῶν
037640	Εἶπεν
037641	δὲ
037642	πρὸς
037643	αὐτὸν
037644	ὁ
037645	Ἰησοῦς
037646	Μὴ
037647	κωλύετε
037648	ὃς
037649	γὰρ
037650	οὐκ
037651	ἔστιν
037652	καθ᾽
037653	ὑμῶν
037654	ὑπὲρ
037655	ὑμῶν
037656	ἐστιν
037657	Ἐγένετο
037658	δὲ
037659	ἐν
037660	τῷ
037661	συμπληροῦσθαι
037662	τὰς
037663	ἡμέρας
037664	τῆς
037665	ἀναλήμψεως
037666	αὐτοῦ
037667	καὶ
037668	αὐτὸς
037669	τὸ
037670	πρόσωπον
037671	ἐστήρισεν
037672	τοῦ
037673	πορεύεσθαι
037674	εἰς
037675	Ἰερουσαλήμ
037676	καὶ
037677	ἀπέστειλεν
037678	ἀγγέλους
037679	πρὸ
037680	προσώπου
037681	αὐτοῦ
037682	καὶ
037683	πορευθέντες
037684	εἰσῆλθον
037685	εἰς
037686	κώμην
037687	Σαμαριτῶν
037688	ὡς
037689	ἑτοιμάσαι
037690	αὐτῷ
037691	καὶ
037692	οὐκ
037693	ἐδέξαντο
037694	αὐτόν
037695	ὅτι
037696	τὸ
037697	πρόσωπον
037698	αὐτοῦ
037699	ἦν
037700	πορευόμενον
037701	εἰς
037702	Ἰερουσαλήμ
037703	Ἰδόντες
037704	δὲ
037705	οἱ
037706	μαθηταὶ
037707	Ἰάκωβος
037708	καὶ
037709	Ἰωάννης
037710	εἶπαν
037711	Κύριε
037712	θέλεις
037713	εἴπωμεν
037714	πῦρ
037715	καταβῆναι
037716	ἀπὸ
037717	τοῦ
037718	οὐρανοῦ
037719	καὶ
037720	ἀναλῶσαι
037721	αὐτούς
037722	Στραφεὶς
037723	δὲ
037724	ἐπετίμησεν
037725	αὐτοῖς
037726	καὶ
037727	ἐπορεύθησαν
037728	εἰς
037729	ἑτέραν
037730	κώμην
037731	Καὶ
037732	πορευομένων
037733	αὐτῶν
037734	ἐν
037735	τῇ
037736	ὁδῷ
037737	εἶπέν
037738	τις
037739	πρὸς
037740	αὐτόν
037741	Ἀκολουθήσω
037742	σοι
037743	ὅπου
037744	ἐὰν
037745	ἀπέρχῃ
037746	Καὶ
037747	εἶπεν
037748	αὐτῷ
037749	ὁ
037750	Ἰησοῦς
037751	Αἱ
037752	ἀλώπεκες
037753	φωλεοὺς
037754	ἔχουσιν
037755	καὶ
037756	τὰ
037757	πετεινὰ
037758	τοῦ
037759	οὐρανοῦ
037760	κατασκηνώσεις
037761	ὁ
037762	δὲ
037763	Υἱὸς
037764	τοῦ
037765	ἀνθρώπου
037766	οὐκ
037767	ἔχει
037768	ποῦ
037769	τὴν
037770	κεφαλὴν
037771	κλίνῃ
037772	Εἶπεν
037773	δὲ
037774	πρὸς
037775	ἕτερον
037776	Ἀκολούθει
037777	μοι
037778	ὁ
037779	Δὲ
037780	εἶπεν
037781	Κύριε
037782	Ἐπίτρεψόν
037783	μοι
037784	ἀπελθόντι
037785	πρῶτον
037786	θάψαι
037787	τὸν
037788	πατέρα
037789	μου
037790	Εἶπεν
037791	δὲ
037792	αὐτῷ
037793	Ἄφες
037794	τοὺς
037795	νεκροὺς
037796	θάψαι
037797	τοὺς
037798	ἑαυτῶν
037799	νεκρούς
037800	σὺ
037801	δὲ
037802	ἀπελθὼν
037803	διάγγελλε
037804	τὴν
037805	βασιλείαν
037806	τοῦ
037807	Θεοῦ
037808	Εἶπεν
037809	δὲ
037810	καὶ
037811	ἕτερος
037812	Ἀκολουθήσω
037813	σοι
037814	Κύριε
037815	πρῶτον
037816	δὲ
037817	ἐπίτρεψόν
037818	μοι
037819	ἀποτάξασθαι
037820	τοῖς
037821	εἰς
037822	τὸν
037823	οἶκόν
037824	μου
037825	Εἶπεν
037826	δὲ
037827	πρὸς
037828	αὐτὸν
037829	ὁ
037830	Ἰησοῦς
037831	Οὐδεὶς
037832	ἐπιβαλὼν
037833	τὴν
037834	χεῖρα
037835	ἐπ᾽
037836	ἄροτρον
037837	καὶ
037838	βλέπων
037839	εἰς
037840	τὰ
037841	ὀπίσω
037842	εὔθετός
037843	ἐστιν
037844	τῇ
037845	βασιλείᾳ
037846	τοῦ
037847	Θεοῦ
037848	Μετὰ
037849	δὲ
037850	ταῦτα
037851	ἀνέδειξεν
037852	ὁ
037853	Κύριος
037854	ἑτέρους
037855	ἑβδομήκοντα
037856	δύο
037857	καὶ
037858	ἀπέστειλεν
037859	αὐτοὺς
037860	ἀνὰ
037861	δύο
037862	δύο
037863	πρὸ
037864	προσώπου
037865	αὐτοῦ
037866	εἰς
037867	πᾶσαν
037868	πόλιν
037869	καὶ
037870	τόπον
037871	οὗ
037872	ἤμελλεν
037873	αὐτὸς
037874	ἔρχεσθαι
037875	ἔλεγεν
037876	δὲ
037877	πρὸς
037878	αὐτούς
037879	Ὁ
037880	μὲν
037881	θερισμὸς
037882	πολύς
037883	οἱ
037884	δὲ
037885	ἐργάται
037886	ὀλίγοι
037887	δεήθητε
037888	οὖν
037889	τοῦ
037890	Κυρίου
037891	τοῦ
037892	θερισμοῦ
037893	ὅπως
037894	ἐργάτας
037895	ἐκβάλῃ
037896	εἰς
037897	τὸν
037898	θερισμὸν
037899	αὐτοῦ
037900	Ὑπάγετε
037901	ἰδοὺ
037902	ἀποστέλλω
037903	ὑμᾶς
037904	ὡς
037905	ἄρνας
037906	ἐν
037907	μέσῳ
037908	λύκων
037909	μὴ
037910	βαστάζετε
037911	βαλλάντιον
037912	μὴ
037913	πήραν
037914	μὴ
037915	ὑποδήματα
037916	καὶ
037917	μηδένα
037918	κατὰ
037919	τὴν
037920	ὁδὸν
037921	ἀσπάσησθε
037922	Εἰς
037923	ἣν
037924	δ᾽
037925	ἂν
037926	εἰσέλθητε
037927	οἰκίαν
037928	πρῶτον
037929	λέγετε
037930	Εἰρήνη
037931	τῷ
037932	οἴκῳ
037933	τούτῳ
037934	καὶ
037935	ἐὰν
037936	ἐκεῖ
037937	ᾖ
037938	υἱὸς
037939	εἰρήνης
037940	ἐπαναπαήσεται
037941	ἐπ᾽
037942	αὐτὸν
037943	ἡ
037944	εἰρήνη
037945	ὑμῶν
037946	εἰ
037947	δὲ
037948	μή
037949	γε
037950	ἐφ᾽
037951	ὑμᾶς
037952	ἀνακάμψει
037953	ἐν
037954	αὐτῇ
037955	δὲ
037956	τῇ
037957	οἰκίᾳ
037958	μένετε
037959	ἐσθίοντες
037960	καὶ
037961	πίνοντες
037962	τὰ
037963	παρ᾽
037964	αὐτῶν
037965	ἄξιος
037966	γὰρ
037967	ὁ
037968	ἐργάτης
037969	τοῦ
037970	μισθοῦ
037971	αὐτοῦ
037972	μὴ
037973	μεταβαίνετε
037974	ἐξ
037975	οἰκίας
037976	εἰς
037977	οἰκίαν
037978	Καὶ
037979	εἰς
037980	ἣν
037981	ἂν
037982	πόλιν
037983	εἰσέρχησθε
037984	καὶ
037985	δέχωνται
037986	ὑμᾶς
037987	ἐσθίετε
037988	τὰ
037989	παρατιθέμενα
037990	ὑμῖν
037991	καὶ
037992	θεραπεύετε
037993	τοὺς
037994	ἐν
037995	αὐτῇ
037996	ἀσθενεῖς
037997	καὶ
037998	λέγετε
037999	αὐτοῖς
038000	Ἤγγικεν
038001	ἐφ᾽
038002	ὑμᾶς
038003	ἡ
038004	βασιλεία
038005	τοῦ
038006	Θεοῦ
038007	Εἰς
038008	ἣν
038009	δ᾽
038010	ἂν
038011	πόλιν
038012	εἰσέλθητε
038013	καὶ
038014	μὴ
038015	δέχωνται
038016	ὑμᾶς
038017	ἐξελθόντες
038018	εἰς
038019	τὰς
038020	πλατείας
038021	αὐτῆς
038022	εἴπατε
038023	Καὶ
038024	τὸν
038025	κονιορτὸν
038026	τὸν
038027	κολληθέντα
038028	ἡμῖν
038029	ἐκ
038030	τῆς
038031	πόλεως
038032	ὑμῶν
038033	εἰς
038034	τοὺς
038035	πόδας
038036	ἀπομασσόμεθα
038037	ὑμῖν
038038	πλὴν
038039	τοῦτο
038040	γινώσκετε
038041	ὅτι
038042	ἤγγικεν
038043	ἡ
038044	βασιλεία
038045	τοῦ
038046	Θεοῦ
038047	λέγω
038048	ὑμῖν
038049	ὅτι
038050	Σοδόμοις
038051	ἐν
038052	τῇ
038053	ἡμέρᾳ
038054	ἐκείνῃ
038055	ἀνεκτότερον
038056	ἔσται
038057	ἢ
038058	τῇ
038059	πόλει
038060	ἐκείνῃ
038061	Οὐαί
038062	σοι
038063	Χοραζίν
038064	οὐαί
038065	σοι
038066	Βηθσαϊδά
038067	ὅτι
038068	εἰ
038069	ἐν
038070	Τύρῳ
038071	καὶ
038072	Σιδῶνι
038073	ἐγενήθησαν
038074	αἱ
038075	δυνάμεις
038076	αἱ
038077	γενόμεναι
038078	ἐν
038079	ὑμῖν
038080	πάλαι
038081	ἂν
038082	ἐν
038083	σάκκῳ
038084	καὶ
038085	σποδῷ
038086	καθήμενοι
038087	μετενόησαν
038088	πλὴν
038089	Τύρῳ
038090	καὶ
038091	Σιδῶνι
038092	ἀνεκτότερον
038093	ἔσται
038094	ἐν
038095	τῇ
038096	κρίσει
038097	ἢ
038098	ὑμῖν
038099	καὶ
038100	σύ
038101	Καφαρναούμ
038102	μὴ
038103	ἕως
038104	οὐρανοῦ
038105	ὑψωθήσῃ
038106	ἕως
038107	τοῦ
038108	ᾅδου
038109	καταβήσῃ
038110	Ὁ
038111	ἀκούων
038112	ὑμῶν
038113	ἐμοῦ
038114	ἀκούει
038115	καὶ
038116	ὁ
038117	ἀθετῶν
038118	ὑμᾶς
038119	ἐμὲ
038120	ἀθετεῖ
038121	ὁ
038122	δὲ
038123	ἐμὲ
038124	ἀθετῶν
038125	ἀθετεῖ
038126	τὸν
038127	ἀποστείλαντά
038128	με
038129	Ὑπέστρεψαν
038130	δὲ
038131	οἱ
038132	ἑβδομήκοντα
038133	δύο
038134	μετὰ
038135	χαρᾶς
038136	λέγοντες
038137	Κύριε
038138	καὶ
038139	τὰ
038140	δαιμόνια
038141	ὑποτάσσεται
038142	ἡμῖν
038143	ἐν
038144	τῷ
038145	ὀνόματί
038146	σου
038147	Εἶπεν
038148	δὲ
038149	αὐτοῖς
038150	Ἐθεώρουν
038151	τὸν
038152	Σατανᾶν
038153	ὡς
038154	ἀστραπὴν
038155	ἐκ
038156	τοῦ
038157	οὐρανοῦ
038158	πεσόντα
038159	ἰδοὺ
038160	δέδωκα
038161	ὑμῖν
038162	τὴν
038163	ἐξουσίαν
038164	τοῦ
038165	πατεῖν
038166	ἐπάνω
038167	ὄφεων
038168	καὶ
038169	σκορπίων
038170	καὶ
038171	ἐπὶ
038172	πᾶσαν
038173	τὴν
038174	δύναμιν
038175	τοῦ
038176	ἐχθροῦ
038177	καὶ
038178	οὐδὲν
038179	ὑμᾶς
038180	οὐ
038181	μὴ
038182	ἀδικήσῃ
